1000 6
0 0
1 0 1227909899
1 0 -1693445424
1 0 -2015377
1 0 2093627539
1 0 -952154466
1 0 302782741
1 0 -923949666
1 0 -153352604
1 0 -638478217
1 0 1521008947
1 0 1507162985
1 0 963188814
1 0 -1879860068
1 0 926223709
1 0 72009426
1 0 1374062151
1 0 1134626330
1 0 -1387614946
1 0 9802147
1 0 -108341235
1 0 342276755
1 0 -866905737
1 0 1317070052
1 0 1775741873
1 0 1951656624
1 0 -1187620306
1 0 534082189
1 0 -6462474
1 0 179555079
1 0 -537027144
1 0 -743953777
1 0 -1794073588
1 0 1873879355
1 0 -314978
1 0 -863814784
1 0 -826938511
1 0 -1031412079
1 0 314614922
1 0 427780296
1 0 1184822792
1 0 1882291757
1 0 -1188082946
1 0 502613475
1 0 -1590185819
1 0 1607200987
1 0 181068713
1 0 -2022972937
1 0 951100117
1 0 491810985
1 0 1294970130
1 0 414995414
1 0 557327968
1 0 -793350281
1 0 1259130849
1 0 223920305
1 0 -672537356
1 0 238187963
1 0 -1318036119
1 0 -1289560411
1 0 1692796108
1 0 445337711
1 0 233630795
1 0 1032988836
1 0 1256127734
1 0 1874761142
1 0 1246657800
1 0 1423303556
1 0 -920450628
1 0 1317881367
1 0 -1022221909
1 0 -1526319909
1 0 -1259528100
1 0 -497685892
1 0 1084674832
1 0 1649248972
1 0 -293541096
1 0 -2083089685
1 0 -1165830787
1 0 -372007182
1 0 -1959702762
1 0 -17081935
1 0 511432444
1 0 -1541228535
1 0 -306839012
1 0 -442983942
1 0 -929850215
1 0 54943040
1 0 -591615432
1 0 -369826902
1 0 648036406
1 0 -181738007
1 0 -1917135944
1 0 -1515941581
1 0 1303571451
1 0 -1264068534
1 0 1196196418
1 0 250222796
1 0 -1246063466
1 0 -1868062093
1 0 -923139431
1 0 311265372
1 0 -303548134
1 0 -603087977
1 0 1775687490
1 0 -1419046827
1 0 2014446899
1 0 -1262086430
1 0 -338134883
1 0 685152590
1 0 1439535933
1 0 579664752
1 0 1906537338
1 0 -1735663273
1 0 -496687733
1 0 -119373942
1 0 1164528412
1 0 2009592385
1 0 711981371
1 0 -212780721
1 0 617674297
1 0 -1022012152
1 0 -2042001513
1 0 199183756
1 0 1282662144
1 0 -1067428516
1 0 1379033364
1 0 1137606456
1 0 -1751438471
1 0 553985231
1 0 1574698691
1 0 47575406
1 0 1295356738
1 0 -1067738499
1 0 -1892587406
1 0 884065229
1 0 -1006859474
1 0 600616490
1 0 -744340835
1 0 1543449458
1 0 1995288007
1 0 -1387982386
1 0 -1750476772
1 0 1590608630
1 0 1813736876
1 0 315892227
1 0 -1168669648
1 0 -1086106971
1 0 -67520205
1 0 -72942923
1 0 263031838
1 0 1975407616
1 0 -2031385390
1 0 199553873
1 0 -903685774
1 0 1473588167
1 0 405335024
1 0 1538711333
1 0 -1031832801
1 0 886521136
1 0 233764227
1 0 -84464161
1 0 2136842890
1 0 -12926162
1 0 -1810169723
1 0 2056510787
1 0 -600547305
1 0 404533345
1 0 927538773
1 0 989704936
1 0 171576127
1 0 -2099874582
1 0 -1901836784
1 0 1091960122
1 0 59110532
1 0 1384971071
1 0 -1927177579
1 0 939612608
1 0 -1296973858
1 0 -1357990086
1 0 1223409077
1 0 -1229178459
1 0 -1729249023
1 0 981051356
1 0 -2018087239
1 0 898411680
1 0 -1675120223
1 0 1362837961
1 0 -958787109
1 0 453204972
1 0 212305879
1 0 494925527
1 0 907177337
1 0 1281210993
1 0 1176973445
1 0 -358325615
1 0 -1575129801
1 0 -1774813930
1 0 -1454659344
1 0 1120219256
1 0 1541320319
1 0 1619879891
1 0 -1738735132
1 0 1984834583
1 0 -1284017056
1 0 -1681763045
1 0 15073424
1 0 639939774
1 0 1691102300
1 0 1039558156
1 0 -843405600
1 0 685180512
1 0 -1648775950
1 0 -1679665516
1 0 -2081021213
1 0 -1146565887
1 0 -455849763
1 0 -719675211
1 0 -33808652
1 0 1274239896
1 0 1878939417
1 0 181302621
1 0 1019916965
1 0 -41173315
1 0 263832113
1 0 2090684466
1 0 337835711
1 0 -636216233
1 0 569086547
1 0 682398463
1 0 -1230469860
1 0 -1949288515
1 0 196734044
1 0 168598787
1 0 653732846
1 0 1343886451
1 0 1371619038
1 0 -1898902211
1 0 1159586639
1 0 -29923597
1 0 -379554835
1 0 -187146596
1 0 -292672212
1 0 -944048064
1 0 694524361
