1000 6
0 0
1 0 925588647
1 0 -562386866
1 0 1385904703
1 0 1517857174
1 0 -408154117
1 0 498806401
1 0 368782547
1 0 1112582020
1 0 299836987
1 0 -1920883572
1 0 -2131531457
1 0 -914704682
1 0 -1521615243
1 0 -2014471936
1 0 223235444
1 0 551950042
1 0 208478189
1 0 1823920320
1 0 -565386318
1 0 -525376384
1 0 -191565268
1 0 -182009810
1 0 2011391653
1 0 -2033570718
1 0 1150371825
1 0 -429532609
1 0 391546858
1 0 -472377162
1 0 1374410231
1 0 -1073575744
1 0 374227954
1 0 -1284305758
1 0 479967150
1 0 1160027552
1 0 1459517002
1 0 22489630
1 0 1643976971
1 0 -1116974542
1 0 -478166770
1 0 -435766171
1 0 -558147309
1 0 1309342793
1 0 -1412730426
1 0 1751558721
1 0 -434432006
1 0 -1992601258
1 0 938083656
1 0 -1437578291
1 0 1960948802
1 0 1886001247
1 0 -763179559
1 0 837075791
1 0 -1821363637
1 0 545319254
1 0 781547002
1 0 -1539994542
1 0 1085859955
1 0 -1427655143
1 0 299531209
1 0 -541409614
1 0 -1514884307
1 0 -1322233290
1 0 -1097576860
1 0 981489557
1 0 -1398995061
1 0 -1530128260
1 0 1122723588
1 0 -1475422053
1 0 1810564349
1 0 -2065100281
1 0 -529817827
1 0 -2082556238
1 0 1107334473
1 0 142965719
1 0 -1141342667
1 0 -1856887225
1 0 -82469387
1 0 -1355374519
1 0 1646260138
1 0 1057732885
1 0 838425150
1 0 -1206639203
1 0 -814691428
1 0 1129244681
1 0 -1255140244
1 0 -415876728
1 0 873496492
1 0 -235271727
1 0 472795049
1 0 -666981299
1 0 621346308
1 0 -264638807
1 0 -993392474
1 0 -1004232400
1 0 -1038877794
1 0 25785634
1 0 -324023031
1 0 116394803
1 0 -2077041077
1 0 -107445882
1 0 -1071363627
1 0 -1769257988
1 0 1386589111
1 0 -2031235185
1 0 1173836188
1 0 -1517832897
1 0 963232145
1 0 738306093
1 0 1535427925
1 0 780068366
1 0 -1153534754
1 0 -1922559641
1 0 -1395643740
1 0 1403380044
1 0 -1455835196
1 0 -1446567194
1 0 -580957711
1 0 678993933
1 0 -437678137
1 0 1599815052
1 0 2131323307
1 0 1904435193
1 0 1235014945
1 0 -2028142879
1 0 1442275203
1 0 -14230697
1 0 -937623739
1 0 -1737290711
1 0 2059546866
1 0 721026935
1 0 -977905126
1 0 1313484952
1 0 1951717313
1 0 1860627145
1 0 -91470129
1 0 408311921
1 0 900271386
1 0 -199469286
1 0 -1478587996
1 0 -349139568
1 0 509074395
1 0 -1916104354
1 0 -467580620
1 0 1356700702
1 0 -1558123722
1 0 -259929564
1 0 -531133612
1 0 1471765283
1 0 764152129
1 0 1779792549
1 0 1650717413
1 0 -188716776
1 0 -877946244
1 0 1426044427
1 0 -352148368
1 0 -904761838
1 0 1651411941
1 0 -575050384
1 0 -1006201816
1 0 -252249112
1 0 1977918706
1 0 -1280882115
1 0 -1256030843
1 0 1946507801
1 0 1605675505
1 0 -1497846528
1 0 1494215459
1 0 -1495911873
1 0 1035336497
1 0 -1958522490
1 0 -2105924031
