1000 6
0 0
1 0 -1546933146
1 0 -992610456
1 0 -1804019409
1 0 -508999596
1 0 -1513022216
1 0 1930061138
1 0 2115088212
1 0 -997442496
1 0 990562503
1 0 1087154280
1 0 -1636087119
1 0 -688032568
1 0 144360438
1 0 533468350
1 0 -1206658652
1 0 -751547532
1 0 648762999
1 0 986975732
1 0 1108460015
1 0 -1811076827
1 0 267770643
1 0 -539968713
1 0 -1325714827
1 0 -430340343
1 0 1827975065
1 0 -1722066269
1 0 1276627002
1 0 1444107064
1 0 -1052562442
1 0 1256376447
1 0 1505841995
1 0 246212177
1 0 1981038471
1 0 946566558
1 0 31397101
1 0 -1232803452
1 0 1300959375
1 0 1966871703
1 0 -1911369412
1 0 996776141
1 0 67326044
1 0 1918556458
1 0 266041412
1 0 -1099141440
1 0 801594596
1 0 1018329585
1 0 -1010391415
1 0 512713370
1 0 1750301426
1 0 862942360
1 0 1606455522
1 0 -1810180978
1 0 2124573974
1 0 2010820308
1 0 -1873170412
1 0 1338632261
1 0 538082682
1 0 1432518213
1 0 1760686894
1 0 -2134418730
1 0 -1462773532
1 0 2049404126
1 0 -1733138619
1 0 1694180961
1 0 1286522336
1 0 -1270640766
1 0 -1635808607
1 0 1587096295
1 0 -418566830
1 0 1511519437
1 0 273728896
1 0 1054551720
1 0 -1826077098
1 0 -487787747
1 0 347578342
1 0 -797658371
1 0 -231229181
1 0 -2003352820
1 0 -1448467735
1 0 1114396121
1 0 428405797
1 0 1299392581
1 0 -376575010
1 0 -2118478667
1 0 2096110137
1 0 390121349
1 0 -1839795478
1 0 1965121764
1 0 -858785360
1 0 -554146573
1 0 1360204376
1 0 932916385
1 0 -333066647
1 0 1267061227
1 0 -105968889
1 0 -282739305
1 0 237899393
1 0 18736031
1 0 -1555246065
1 0 2116609184
1 0 -1175541820
1 0 1704900476
1 0 1061214632
1 0 -1299679845
1 0 1908902736
1 0 -2043969606
1 0 1797404837
1 0 -2052791547
1 0 -24600620
1 0 1111068675
1 0 297886207
1 0 983764865
1 0 1588391281
1 0 -683889075
1 0 -9266576
1 0 -338651304
1 0 481931593
1 0 1704729756
1 0 -1652443689
1 0 1333834298
1 0 1358785532
1 0 -652308995
1 0 551304111
1 0 1336757181
1 0 -35835666
1 0 -1622157591
1 0 1903217203
1 0 -893986394
1 0 -939612468
1 0 971330042
1 0 1398618726
1 0 -54723239
1 0 -2046991399
1 0 883205803
1 0 97601948
1 0 238124374
1 0 -1466293325
1 0 -655053069
1 0 1754476700
1 0 1753721631
1 0 326823925
1 0 -816012346
1 0 1315271418
1 0 1684818635
1 0 401580
1 0 2010611550
1 0 63317259
1 0 -140615124
1 0 -1200897023
1 0 934647771
1 0 1030540235
1 0 -1977968246
1 0 -2103018006
1 0 -941432429
1 0 2128865255
1 0 836673056
1 0 1469722768
1 0 -472234758
1 0 -982413467
1 0 -1443651742
1 0 -1710321746
1 0 -2135570307
1 0 1468391038
1 0 1542120785
1 0 -40638604
1 0 -2132396860
1 0 685598108
1 0 -1754371289
1 0 -648662140
1 0 166536871
1 0 2060522209
1 0 -1976944424
1 0 -374286807
1 0 858786360
1 0 100925794
1 0 1349609589
